J09B  ,  40.2011, -124.7270,  -252.0, OBS ,  SIO, 0,  216.6,  8.27, gor, 2,  6.00, 634.47
J10B  ,  43.3494, -125.5435, -3093.0, OBS ,  SIO, 0,  388.8,  9.16, jdf, 2,  6.00, 1269.64
J11B  ,  43.5414, -126.3673, -3030.0, OBS ,     , 0,  323.5,  7.02, jdf, 2,  6.00, 615.12
J11D  ,  43.5416, -126.3686, -3000.8, OBS ,     , 0,  323.4,  7.02, jdf, 4,  6.00, 613.61
J17B  ,  43.7900, -124.6148,  -286.0, OBS , LDEO, 1,  443.9,  9.12, jdf, 2,  6.00, -999.00
J18B  ,  44.0083, -125.4660, -3047.0, OBS ,  SIO, 0,  375.8,  8.80, jdf, 2,  6.00, 1047.10
J19B  ,  44.1777, -126.2717, -2968.0, OBS ,     , 0,  312.5,  7.24, jdf, 2,  6.00, 916.07
J19D  ,  44.1790, -126.2712, -2955.4, OBS ,     , 0,  312.5,  7.24, jdf, 4,  6.00, 916.99
J20B  ,  44.3542, -127.0952, -2934.0, OBS ,  SIO, 0,  247.6,  6.28, jdf, 2,  6.00, 405.74
J21C  ,  44.5342, -128.0376, -2847.0, OBS , WHOI, 0,  174.0,  3.99, jdf, 3,  6.00, 403.47
J23A  ,  44.8440, -129.6825, -2655.0, OBS , WHOI, 0,   45.7,  1.64, jdf, 1,  6.00, 68.91
J23B  ,  44.8459, -129.6821, -2650.0, OBS ,     , 0,   45.7,  1.64, jdf, 2,  6.00, 68.96
J23C  ,  44.8438, -129.6810, -2653.0, OBS , WHOI, 0,   45.8,  1.65, jdf, 3,  6.00, 69.20
J25A  ,  44.4729, -124.6216,  -142.8, OBS ,  SIO, 0,  424.0,  9.37, jdf, 1,  6.00, -999.00
J25B  ,  44.4713, -124.6217,  -147.0, OBS , LDEO, 1,  424.1,  9.37, jdf, 2,  6.00, -999.00
J25C  ,  44.4730, -124.6217,  -144.0, OBS ,  SIO, 0,  424.0,  9.37, jdf, 3,  6.00, 402.07
J26A  ,  44.6547, -125.4664, -2864.0, OBS , LDEO, 0,  357.5,  8.70, jdf, 1,  6.00, 1624.53
J26C  ,  44.6534, -125.4653, -2868.0, OBS , LDEO, 0,  357.6,  8.70, jdf, 3,  6.00, 1620.50
J27B  ,  44.8476, -126.3069, -2824.0, OBS ,     , 0,  290.9,  7.87, jdf, 2,  6.00, 1074.93
J27D  ,  44.8489, -126.3083, -2814.8, OBS ,     , 0,  290.8,  7.86, jdf, 4,  6.00, 1074.15
J28A  ,  45.0636, -127.1564, -2867.0, OBS , WHOI, 0,  223.1,  5.94, jdf, 1,  6.00, 432.60
J28B  ,  45.0631, -127.1552, -2866.0, OBS ,     , 0,  223.2,  5.94, jdf, 2,  6.00, 433.15
J28C  ,  45.0617, -127.1567, -2889.0, OBS , WHOI, 0,  223.1,  5.94, jdf, 3,  6.00, 432.07
J28D  ,  45.0301, -127.1560, -2855.8, OBS ,     , 0,  224.1,  5.97, jdf, 4,  6.00, 426.82
J29A  ,  45.1757, -128.0084, -2849.0, OBS , WHOI, 0,  158.0,  6.73, jdf, 1,  6.00, 395.79
J29C  ,  45.1731, -128.0058, -2816.0, OBS , WHOI, 0,  158.3,  6.72, jdf, 3,  6.00, 396.17
J30A  ,  45.4242, -128.9069, -2824.0, OBS , WHOI, 0,   85.7,  2.93, jdf, 1,  6.00, 169.88
J30C  ,  45.4261, -128.9100, -2786.0, OBS , WHOI, 0,   85.4,  2.92, jdf, 3,  6.00, 169.56
J31A  ,  45.5531, -129.6727, -2657.0, OBS , WHOI, 0,   26.3,  0.84, jdf, 1,  6.00, 50.46
J31C  ,  45.5519, -129.6724, -2624.0, OBS , WHOI, 0,   26.4,  0.84, jdf, 3,  6.00, 50.37
J32C  ,  45.7145, -130.6030, -2756.0, OBS , WHOI, 0,  -45.8,  1.97, jdf, 3,  6.00, 102.48
J33A  ,  45.1066, -124.5708,  -348.7, OBS ,  SIO, 0,  409.8,  9.59, jdf, 1,  6.00, 380.08
J33B  ,  45.1066, -124.5706,  -350.0, OBS , LDEO, 1,  409.8,  9.59, jdf, 2,  6.00, -999.00
J33C  ,  45.1068, -124.5708,  -354.0, OBS ,  SIO, 0,  409.8,  9.59, jdf, 3,  6.00, 380.05
J34A  ,  45.3057, -125.4145, -2574.0, OBS , LDEO, 0,  342.8,  9.48, jdf, 1,  6.00, 955.78
J34C  ,  45.3070, -125.4152, -2580.0, OBS , LDEO, 0,  342.7,  9.49, jdf, 3,  6.00, 956.98
J35A  ,  45.4989, -126.2668, -2662.0, OBS ,  SIO, 0,  275.4,  7.59, jdf, 1,  6.00, 1531.33
J35C  ,  45.4995, -126.2683, -2655.0, OBS , WHOI, 0,  275.3,  7.59, jdf, 3,  6.00, 1529.34
J36A  ,  45.6855, -127.1225, -2821.0, OBS ,  SIO, 0,  207.9,  6.46, jdf, 1,  6.00, 789.66
J36C  ,  45.6865, -127.1252, -2812.0, OBS , WHOI, 0,  207.7,  6.47, jdf, 3,  6.00, 788.04
J37A  ,  45.8642, -127.9853, -2862.0, OBS , WHOI, 0,  140.2,  4.95, jdf, 1,  6.00, 410.35
J37C  ,  45.8635, -127.9853, -2886.0, OBS , WHOI, 0,  140.2,  4.95, jdf, 3,  6.00, 410.37
J38A  ,  46.0395, -128.8531, -2734.0, OBS , WHOI, 0,   72.1,  2.26, jdf, 1,  6.00, 164.91
J38C  ,  46.0389, -128.8536, -2731.0, OBS , WHOI, 0,   72.1,  2.26, jdf, 3,  6.00, 164.82
J39A  ,  46.1760, -129.6441, -2659.0, OBS , WHOI, 0,   10.8,  0.30, jdf, 1,  6.00, 102.11
J39C  ,  46.1761, -129.6438, -2656.0, OBS , WHOI, 0,   10.8,  0.30, jdf, 3,  6.00, 102.09
J41A  ,  45.8119, -124.5372,  -175.0, OBS , LDEO, 1,  392.3,  9.92, jdf, 1,  6.00, -999.00
J41C  ,  45.8117, -124.5376,  -171.0, OBS , LDEO, 1,  392.2,  9.92, jdf, 3,  6.00, 218.92
J42A  ,  45.9331, -125.2997, -1540.0, OBS , LDEO, 0,  333.4,  9.69, jdf, 1,  6.00, 137.68
J42C  ,  45.9323, -125.2991, -1550.0, OBS , LDEO, 0,  333.5,  9.69, jdf, 3,  6.00, 137.46
J43A  ,  46.1378, -126.1721, -2654.4, OBS ,  SIO, 0,  264.2,  7.79, jdf, 1,  6.00, 1887.54
J43C  ,  46.1370, -126.1725, -2645.0, OBS , WHOI, 0,  264.2,  7.79, jdf, 3,  6.00, 1886.76
J44A  ,  46.3230, -127.0390, -2724.1, OBS ,  SIO, 0,  196.0,  6.90, jdf, 1,  6.00, 1057.13
J44C  ,  46.3240, -127.0407, -2742.0, OBS , WHOI, 0,  195.8,  6.90, jdf, 3,  6.00, 1056.28
J45A  ,  46.5209, -127.9049, -2757.0, OBS , WHOI, 0,  127.4,  4.84, jdf, 1,  6.00, 506.89
J45C  ,  46.5209, -127.9047, -2742.0, OBS , WHOI, 0,  127.4,  4.84, jdf, 3,  6.00, 506.99
J46A  ,  46.6639, -128.7883, -2744.0, OBS , WHOI, 0,   59.2,  1.64, jdf, 1,  6.00, 213.93
J46C  ,  46.6645, -128.7894, -2744.0, OBS , WHOI, 0,   59.1,  1.63, jdf, 3,  6.00, 213.66
J47A  ,  46.8433, -129.7135, -2685.0, OBS , WHOI, 0,  -13.2,  1.08, jdf, 1,  6.00, 78.13
J47C  ,  46.8440, -129.7139, -2679.0, OBS , WHOI, 0,  -13.2,  1.09, jdf, 3,  6.00, 78.23
J48A  ,  47.1304, -130.6513, -2973.0, OBS , WHOI, 0,  -89.4,  3.07, jdf, 1,  6.00, 101.37
J48B  ,  47.1282, -130.6385, -2877.0, OBS ,     , 0,  -88.5,  3.07, jdf, 2,  6.00, 101.41
J48C  ,  47.1295, -130.6507, -2940.0, OBS , WHOI, 0,  -89.4,  3.07, jdf, 3,  6.00, 101.38
J49A  ,  46.4378, -124.4275,  -120.0, OBS , LDEO, 1,  382.5, 10.34, jdf, 1,  6.00, -999.00
J49C  ,  46.4380, -124.4278,  -113.0, OBS , LDEO, 1,  382.5, 10.34, jdf, 3,  6.00, 364.94
J50A  ,  46.6402, -125.2991, -1909.0, OBS , LDEO, 0,  313.4,  9.55, jdf, 1,  6.00, 196.39
J50C  ,  46.6411, -125.2987, -1931.0, OBS , LDEO, 0,  313.4,  9.55, jdf, 3,  6.00, 196.59
J51A  ,  46.7970, -126.1641, -2610.0, OBS , LDEO, 0,  246.1,  8.16, jdf, 1,  6.00, 1449.08
J51C  ,  46.7957, -126.1631, -2626.0, OBS , LDEO, 0,  246.2,  8.15, jdf, 3,  6.00, 1448.84
J52A  ,  46.9920, -127.0159, -2613.0, OBS , WHOI, 0,  178.7,  6.51, jdf, 1,  6.00, 1197.48
J52C  ,  46.9920, -127.0158, -2640.0, OBS ,  SIO, 0,  178.7,  6.51, jdf, 3,  6.00, 1197.57
J53A  ,  47.1642, -127.9221, -2686.0, OBS , WHOI, 0,  108.0,  4.01, jdf, 1,  6.00, 527.04
J53C  ,  47.1643, -127.9223, -2717.0, OBS ,  SIO, 0,  107.9,  4.00, jdf, 3,  6.00, 526.94
J54A  ,  47.3358, -128.8116, -2662.0, OBS , WHOI, 0,   38.4,  0.57, jdf, 1,  6.00, 112.27
J54C  ,  47.3358, -128.8113, -2666.0, OBS , WHOI, 0,   38.5,  0.57, jdf, 3,  6.00, 112.22
J55A  ,  47.5305, -129.7076, -2800.0, OBS , WHOI, 0,  -32.2,  1.73, jdf, 1,  6.00, 100.65
J55C  ,  47.5315, -129.7078, -2755.0, OBS , WHOI, 0,  -32.2,  1.73, jdf, 3,  6.00, 100.62
J57A  ,  47.0801, -124.4505,   -55.8, OBS ,  SIO, 0,  362.6, 10.55, jdf, 1,  6.00, 415.49
J57C  ,  47.0804, -124.4506,   -67.0, OBS , LDEO, 1,  362.6, 10.55, jdf, 3,  6.00, -999.00
J58A  ,  47.3188, -125.5344, -1511.0, OBS , LDEO, 0,  277.1,  9.36, jdf, 1,  6.00, 329.81
J58C  ,  47.3178, -125.5346, -1527.0, OBS , LDEO, 0,  277.1,  9.36, jdf, 3,  6.00, 330.22
J59A  ,  47.5096, -126.4153, -2371.0, OBS , LDEO, 0,  207.7,  7.66, jdf, 1,  6.00, 1475.61
J59C  ,  47.5111, -126.4168, -2389.0, OBS , LDEO, 0,  207.5,  7.66, jdf, 3,  6.00, 1477.20
J61A  ,  47.8725, -128.1972, -2644.0, OBS , WHOI, 0,   67.9,  2.39, jdf, 1,  6.00, 354.05
J61C  ,  47.8728, -128.1972, -2673.0, OBS ,  SIO, 0,   67.9,  2.39, jdf, 3,  6.00, 354.06
J63A  ,  48.2065, -130.0033, -2882.0, OBS , WHOI, 0,  -72.8,  2.62, jdf, 1,  6.00, 178.86
J63B  ,  48.2054, -130.0019, -2857.0, OBS ,     , 0,  -72.7,  2.61, jdf, 2,  6.00, 178.65
J63C  ,  48.2047, -130.0053, -2845.0, OBS , WHOI, 0,  -72.9,  2.62, jdf, 3,  6.00, 179.20
J65A  ,  47.8913, -125.1396,  -165.2, OBS ,  SIO, 0,  289.6, 10.22, jdf, 1,  6.00, -999.00
J65C  ,  47.8913, -125.1398,  -169.0, OBS ,  SIO, 0,  289.6, 10.22, jdf, 3,  6.00, 344.10
J67A  ,  48.1500, -127.0842, -2612.0, OBS , WHOI, 0,  140.9,  5.69, jdf, 1,  6.00, 1232.62
J67C  ,  48.1510, -127.0868, -2581.0, OBS , WHOI, 0,  140.7,  5.68, jdf, 3,  6.00, 1228.14
J68A  ,  48.4810, -127.8292, -2590.0, OBS , WHOI, 0,   77.4,  4.12, jdf, 1,  6.00, 710.44
J68C  ,  48.4811, -127.8293, -2587.0, OBS ,  SIO, 0,   77.4,  4.12, jdf, 3,  6.00, 710.42
J69C  ,  48.6270, -128.7386, -2544.0, OBS , WHOI, 0,    7.2,  0.00, jdf, 3,  6.00, 140.00
